SetInfo,songName
"SET 2","Sneakin' Sally Through the Alley"
ENCORE,Julius
ENCORE,"Weekapaug Groove"
"SET 1","The Moma Dance"
"SET 1","Kill Devil Falls"
"SET 1","Ya Mar"
"SET 1","Bathtub Gin"
"SET 1",555
"SET 1",Rift
"SET 1","Sample in a Jar"
"SET 1","The Wedge"
"SET 1","Waiting All Night"
"SET 1",Stash
"SET 2",Steam
"SET 2","Down with Disease"
"SET 2","Golden Age"
"SET 2","Limb By Limb"
"SET 2",Fuego
"SET 2","David Bowie"
"SET 2",Cavern
ENCORE,"Character Zero"
"SET 1","AC/DC Bag"
"SET 1","46 Days"
"SET 1","Yarmouth Road"
"SET 1","Devotion To a Dream"
"SET 1",Free
"SET 1","My Sweet One"
"SET 1","Back on the Train"
"SET 1","Halfway to the Moon"
"SET 1",Sparkle
"SET 1","A Song I Heard the Ocean Sing"
"SET 1","The Line"
"SET 1","Run Like an Antelope"
"SET 2","Punch You in the Eye"
"SET 2",Carini
"SET 2",Ghost
"SET 2",Wingsuit
"SET 2","Rock and Roll"
"SET 2","Harry Hood"
ENCORE,Tube
ENCORE,Joy
ENCORE,"First Tube"
"SET 1",Sand
"SET 1",Winterqueen
"SET 1",Reba
"SET 1","Birds of a Feather"
"SET 1","Water in the Sky"
"SET 1",Possum
"SET 1","Runaway Jim"
"SET 1","Bouncing Around the Room"
"SET 1",Maze
"SET 1","Split Open and Melt"
"SET 2","Chalk Dust Torture"
"SET 2",Light
"SET 2",Tweezer
"SET 2","Wading in the Velvet Sea"
"SET 2","Sing Monica"
"SET 2","Slave to the Traffic Light"
ENCORE,"Backwards Down the Number Line"
ENCORE,"Tweezer Reprise"
"SET 1","Waiting All Night"
"SET 1",Fuego
"SET 1","Buried Alive"
"SET 1",Twist
"SET 1","Heavy Things"
"SET 1",555
"SET 1","Halley's Comet"
"SET 1","Bathtub Gin"
"SET 1",Wingsuit
"SET 1","Divided Sky"
"SET 1",Wombat
"SET 1","David Bowie"
"SET 2","Down with Disease"
"SET 2","Back on the Train"
"SET 2",NICU
"SET 2","Gotta Jibboo"
"SET 2","Theme From the Bottom"
"SET 2",Meatstick
"SET 2",Fuego
"SET 2","The Wedge"
"SET 2","Run Like an Antelope"
ENCORE,"Character Zero"
"SET 1","Wolfman's Brother"
"SET 1","Devotion To a Dream"
"SET 1",Wilson
"SET 1","Poor Heart"
"SET 1","The Moma Dance"
"SET 1","Stealing Time From the Faulty Plan"
"SET 1","Lawn Boy"
"SET 1","Yarmouth Road"
"SET 1",Rift
"SET 1","The Line"
"SET 1","It's Ice"
"SET 1","46 Days"
"SET 2","Mike's Song"
"SET 2",Ghost
"SET 2","Prince Caspian"
"SET 2","Backwards Down the Number Line"
"SET 2","Weekapaug Groove"
"SET 2",Cavern
"SET 2",Piper
"SET 2","Waiting All Night"
"SET 2",Tweezer
"SET 2",Fuego
"SET 2","Tweezer Reprise"
ENCORE,"Also Sprach Zarathustra"
ENCORE,Possum
"SET 1",555
"SET 1","Kill Devil Falls"
"SET 1","Bouncing Around the Room"
"SET 1",Reba
"SET 1","Waiting All Night"
"SET 1","Birds of a Feather"
"SET 1","Halfway to the Moon"
"SET 1",Sparkle
"SET 1","Sample in a Jar"
"SET 1","A Song I Heard the Ocean Sing"
"SET 1",Stash
"SET 1","The Squirming Coil"
"SET 2","Golden Age"
"SET 2","The Mango Song"
"SET 2",Sand
"SET 2",Piper
"SET 2","Halley's Comet"
"SET 2",Wombat
"SET 2","Chalk Dust Torture"
"SET 2","Slave to the Traffic Light"
ENCORE,Julius
"SET 1","The Moma Dance"
"SET 1","Wolfman's Brother"
"SET 1","Devotion To a Dream"
"SET 1","46 Days"
"SET 1","Yarmouth Road"
"SET 1","Brian and Robert"
"SET 1",Wingsuit
"SET 1",Tube
"SET 1",Free
"SET 1",Roggae
"SET 1","Heavy Things"
"SET 1","Run Like an Antelope"
"SET 2",Carini
"SET 2",Waves
"SET 2",Fuego
"SET 2",Twist
"SET 2",Light
"SET 2","Twenty Years Later"
"SET 2","Harry Hood"
"SET 2",Cavern
ENCORE,Grind
ENCORE,Bug
ENCORE,"Suzy Greenberg"
"SET 1",Gumbo
"SET 1","Runaway Jim"
"SET 1",Tela
"SET 1","The Line"
"SET 1","Scent of a Mule"
"SET 1","Bathtub Gin"
"SET 1","Silent in the Morning"
"SET 1",Maze
"SET 1",Ocelot
"SET 1","Walls of the Cave"
"SET 2","Down with Disease"
"SET 2",Winterqueen
"SET 2","Theme From the Bottom"
"SET 2","Mike's Song"
"SET 2","The Wedge"
"SET 2",Ghost
"SET 2","Weekapaug Groove"
"SET 2","First Tube"
ENCORE,"Character Zero"
"SET 1","Mike's Song"
"SET 1","Back on the Train"
"SET 1","Weekapaug Groove"
"SET 1",Wingsuit
"SET 1",Possum
"SET 1",Tube
"SET 1","My Friend, My Friend"
"SET 1",Winterqueen
"SET 1","Beauty of a Broken Heart"
"SET 1","David Bowie"
"SET 1","Golgi Apparatus"
"SET 2",555
"SET 2","Chalk Dust Torture"
"SET 2",Fuego
"SET 2",Twist
"SET 2","When the Circus Comes"
"SET 2",Piper
"SET 2",Rift
"SET 2","Waiting All Night"
"SET 2",Reba
"SET 2","Character Zero"
ENCORE,"Loving Cup"
"SET 1","Sample in a Jar"
"SET 1","The Moma Dance"
"SET 1",Wombat
"SET 1","Backwards Down the Number Line"
"SET 1",Roggae
"SET 1","The Wedge"
"SET 1","Wolfman's Brother"
"SET 1","Nellie Kane"
"SET 1","Lawn Boy"
"SET 1","The Line"
"SET 1",Stash
"SET 1","Suzy Greenberg"
"SET 2",Carini
"SET 2",Ghost
"SET 2",Steam
"SET 2","The Mango Song"
"SET 2","Sing Monica"
"SET 2",Light
"SET 2","Also Sprach Zarathustra"
"SET 2","Harry Hood"
ENCORE,Julius
"SET 1",Fee
"SET 1","The Curtain With"
"SET 1","46 Days"
"SET 1",555
"SET 1","My Sweet One"
"SET 1",Sand
"SET 1","Bouncing Around the Room"
"SET 1","Saw It Again"
"SET 1",Fuego
"SET 1","You Enjoy Myself"
"SET 2",Wilson
"SET 2",Tweezer
"SET 2","Back on the Train"
"SET 2",Tweezer
"SET 2","Back on the Train"
"SET 2",Tweezer
"SET 2","Waiting All Night"
"SET 2",Free
"SET 2",Tweezer
"SET 2",Simple
"SET 2",Tweezer
"SET 2",Free
"SET 2",Catapult
"SET 2","Slave to the Traffic Light"
"SET 2","Down with Disease"
"SET 2",NICU
"SET 2",Jam
"SET 2","Hold Your Head Up"
"SET 2","Jennifer Dances"
"SET 2","Hold Your Head Up"
"SET 2","I Been Around"
ENCORE,"Boogie On Reggae Woman"
ENCORE,"Tweezer Reprise"
"SET 1","Timber (Jerry The Mule)"
"SET 1",Undermind
"SET 1","AC/DC Bag"
"SET 1",555
"SET 1","Divided Sky"
"SET 1",Ocelot
"SET 1","Halfway to the Moon"
"SET 1","Kill Devil Falls"
"SET 1","Split Open and Melt"
"SET 1","Good Times Bad Times"
"SET 2","Chalk Dust Torture"
"SET 2","If I Could"
"SET 2","The Line"
"SET 2","Birds of a Feather"
"SET 2","A Song I Heard the Ocean Sing"
"SET 2","Mike's Song"
"SET 2","Prince Caspian"
"SET 2",Waves
"SET 2","Weekapaug Groove"
"SET 2",Cavern
"SET 2","Golgi Apparatus"
"SET 2","Run Like an Antelope"
ENCORE,Wingsuit
ENCORE,"The Squirming Coil"
"SET 1","Bathtub Gin"
"SET 1","Devotion To a Dream"
"SET 1","Yarmouth Road"
"SET 1","Guelah Papyrus"
"SET 1",Alaska
"SET 1","It's Ice"
"SET 1","Poor Heart"
"SET 1","Mountains in the Mist"
"SET 1",Meat
"SET 1","Stealing Time From the Faulty Plan"
"SET 1","David Bowie"
"SET 2",Fuego
"SET 2","Gotta Jibboo"
"SET 2",Meatstick
"SET 2",Piper
"SET 2","Billy Breathes"
"SET 2","Seven Below"
"SET 2",Waste
"SET 2","Backwards Down the Number Line"
"SET 2","First Tube"
ENCORE,"The Lizards"
"SET 1","Chalk Dust Torture"
"SET 1","The Moma Dance"
"SET 1","Heavy Things"
"SET 1",555
"SET 1",Rift
"SET 1","46 Days"
"SET 1",Tube
"SET 1","Devotion To a Dream"
"SET 1","Wolfman's Brother"
"SET 1","The Ballad of Curtis Loew"
"SET 1",Free
"SET 1","Character Zero"
"SET 2","Down with Disease"
"SET 2","Theme From the Bottom"
"SET 2",Tweezer
"SET 2","Prince Caspian"
"SET 2","Waiting All Night"
"SET 2",Fuego
"SET 2","Slave to the Traffic Light"
"SET 2","Also Sprach Zarathustra"
"SET 2","Boogie On Reggae Woman"
"SET 2","Run Like an Antelope"
ENCORE,"Bouncing Around the Room"
ENCORE,"Tweezer Reprise"
"SET 1","AC/DC Bag"
"SET 1","Poor Heart"
"SET 1",Cities
"SET 1","Kill Devil Falls"
"SET 1",Reba
"SET 1",Possum
"SET 1","Sample in a Jar"
"SET 1","Funky Bitch"
"SET 1",Maze
"SET 1",Ocelot
"SET 1",Sparkle
"SET 1",Cavern
"SET 1",Wingsuit
"SET 2",Carini
"SET 2",Ghost
"SET 2","Mike's Song"
"SET 2",Simple
"SET 2",Joy
"SET 2","Weekapaug Groove"
"SET 2",Julius
"SET 2",Sand
"SET 2","Wading in the Velvet Sea"
"SET 2","You Enjoy Myself"
ENCORE,"Quinn the Eskimo"
"SET 1","My Soul"
"SET 1","Bathtub Gin"
"SET 1",555
"SET 1","Pebbles and Marbles"
"SET 1","The Line"
"SET 1",Vultures
"SET 1","Fast Enough for You"
"SET 1","Back on the Train"
"SET 1",Taste
"SET 1",Gumbo
"SET 1","Halfway to the Moon"
"SET 1","Stealing Time From the Faulty Plan"
"SET 1","Suzy Greenberg"
"SET 2","Chalk Dust Torture"
"SET 2","Scents and Subtle Sounds"
"SET 2",Twist
"SET 2",Fuego
"SET 2","The Wedge"
"SET 2",Light
"SET 2","Harry Hood"
"SET 2","First Tube"
ENCORE,Fluffhead
"SET 1",Llama
"SET 1",Undermind
"SET 1",Stash
"SET 1","Halfway to the Moon"
"SET 1","I Didn't Know"
"SET 1","Nellie Kane"
"SET 1",Guyute
"SET 1","The Line"
"SET 1",Ocelot
"SET 1","No Quarter"
"SET 1","Ha Ha Ha"
"SET 1","Suzy Greenberg"
"SET 2","46 Days"
"SET 2","Back on the Train"
"SET 2",Simple
"SET 2",Ghost
"SET 2","Backwards Down the Number Line"
"SET 2","Harry Hood"
"SET 2","Wading in the Velvet Sea"
"SET 2","Run Like an Antelope"
ENCORE,"Character Zero"
"SET 1",Free
"SET 1","The Moma Dance"
"SET 1","Halley's Comet"
"SET 1","Stealing Time From the Faulty Plan"
"SET 1",555
"SET 1",Rift
"SET 1","Sample in a Jar"
"SET 1","Devotion To a Dream"
"SET 1","Yarmouth Road"
"SET 1",Sparkle
"SET 1",Wingsuit
"SET 1","David Bowie"
"SET 1",Cavern
"SET 2","Down with Disease"
"SET 2","What's the Use?"
"SET 2",Carini
"SET 2",Light
"SET 2",Fuego
"SET 2","Slave to the Traffic Light"
"SET 2",Meatstick
"SET 2","Bold As Love"
ENCORE,"The Horse"
ENCORE,"Silent in the Morning"
ENCORE,Fluffhead
"SET 1","The Curtain With"
"SET 1",Wombat
"SET 1","Kill Devil Falls"
"SET 1","Bouncing Around the Room"
"SET 1","Poor Heart"
"SET 1","A Song I Heard the Ocean Sing"
"SET 1","Lawn Boy"
"SET 1","Wolfman's Brother"
"SET 1","Waiting All Night"
"SET 1",Winterqueen
"SET 1","Funky Bitch"
"SET 1",Tube
"SET 1",Possum
"SET 2","Chalk Dust Torture"
"SET 2",Twist
"SET 2","The Wedge"
"SET 2",Tweezer
"SET 2",Sand
"SET 2",Piper
"SET 2",Joy
"SET 2","Mike's Song"
"SET 2","Sneakin' Sally Through the Alley"
"SET 2","Weekapaug Groove"
ENCORE,"Loving Cup"
ENCORE,"Tweezer Reprise"
"SET 1","Waiting All Night"
"SET 1",Free
"SET 1","Poor Heart"
"SET 1","Sample in a Jar"
"SET 1","Strange Design"
"SET 1",555
"SET 1","Bouncing Around the Room"
"SET 1",Reba
"SET 1",Roggae
"SET 1",Simple
"SET 1",Maze
"SET 1","The Squirming Coil"
"SET 2",Carini
"SET 2",Plasma
"SET 2",Farmhouse
"SET 2","Halfway to the Moon"
"SET 2",Twist
"SET 2","Crosseyed and Painless"
"SET 2","Harry Hood"
"SET 2","Rocky Top"
ENCORE,Wingsuit
ENCORE,"Sleeping Monkey"
ENCORE,"Quinn the Eskimo"
"SET 1",Cavern
"SET 1",Wilson
"SET 1",Rift
"SET 1","The Moma Dance"
"SET 1","The Line"
"SET 1","Sugar Shack"
"SET 1","Lawn Boy"
"SET 1","Kill Devil Falls"
"SET 1","Wolfman's Brother"
"SET 1",Sparkle
"SET 1","Bathtub Gin"
"SET 2","Down with Disease"
"SET 2","Golden Age"
"SET 2",Fuego
"SET 2",Light
"SET 2",Cities
"SET 2","46 Days"
"SET 2",Sand
"SET 2","Backwards Down the Number Line"
"SET 2","Bold As Love"
ENCORE,Meatstick
ENCORE,"Character Zero"
"SET 1",Stash
"SET 1",Possum
"SET 1",Ocelot
"SET 1",NICU
"SET 1","Back on the Train"
"SET 1","Limb By Limb"
"SET 1","Waiting All Night"
"SET 1","Yarmouth Road"
"SET 1","When the Circus Comes"
"SET 1","Heavy Things"
"SET 1","Stealing Time From the Faulty Plan"
"SET 2","Chalk Dust Torture"
"SET 2",Ghost
"SET 2","Birds of a Feather"
"SET 2",Wombat
"SET 2",Tweezer
"SET 2",Julius
"SET 2",Piper
"SET 2","Wading in the Velvet Sea"
"SET 2","Suzy Greenberg"
ENCORE,"Boogie On Reggae Woman"
ENCORE,"Tweezer Reprise"
"SET 1","Soul Shakedown Party"
"SET 1","The Wedge"
"SET 1",Undermind
"SET 1",Horn
"SET 1","Ya Mar"
"SET 1","Jesus Just Left Chicago"
"SET 1","A Song I Heard the Ocean Sing"
"SET 1",Winterqueen
"SET 1","My Friend, My Friend"
"SET 1","Split Open and Melt"
"SET 1","Walls of the Cave"
"SET 2",Drowned
"SET 2","Theme From the Bottom"
"SET 2",Steam
"SET 2",Waves
"SET 2","Twenty Years Later"
"SET 2","Scent of a Mule"
"SET 2","Also Sprach Zarathustra"
"SET 2","Mike's Song"
"SET 2","Runaway Jim"
"SET 2","Weekapaug Groove"
ENCORE,"The Horse"
ENCORE,"Silent in the Morning"
ENCORE,"Run Like an Antelope"
"SET 1","46 Days"
"SET 1",Tube
"SET 1","Train Song"
"SET 1",Ghost
"SET 1",Sparkle
"SET 1","Sample in a Jar"
"SET 1","Divided Sky"
"SET 1","The Line"
"SET 1","It's Ice"
"SET 1","Kill Devil Falls"
"SET 1","Bathtub Gin"
"SET 2",555
"SET 2","Backwards Down the Number Line"
"SET 2","Down with Disease"
"SET 2",Fuego
"SET 2",Twist
"SET 2","Bouncing Around the Room"
"SET 2","David Bowie"
"SET 2","Character Zero"
ENCORE,"Harry Hood"
ENCORE,Grind
"SET 1","Devotion To a Dream"
"SET 1","AC/DC Bag"
"SET 1","My Sweet One"
"SET 1","The Moma Dance"
"SET 1","Halley's Comet"
"SET 1","Funky Bitch"
"SET 1","Wolfman's Brother"
"SET 1","Destiny Unbound"
"SET 1","Timber (Jerry The Mule)"
"SET 1",Tela
"SET 1",Wingsuit
"SET 2",Free
"SET 2","Golden Age"
"SET 2","Gotta Jibboo"
"SET 2",Carini
"SET 2",Piper
"SET 2","Prince Caspian"
"SET 2",Tweezer
"SET 2","Rock and Roll"
"SET 2","You Enjoy Myself"
ENCORE,"Suzy Greenberg"
ENCORE,"Tweezer Reprise"
"SET 1",Walfredo
"SET 1",Ocelot
"SET 1","Camel Walk"
"SET 1",Axilla
"SET 1",Rift
"SET 1",555
"SET 1",Maze
"SET 1","Brian and Robert"
"SET 1",Stash
"SET 1","Party Time"
"SET 1","46 Days"
"SET 2",Sand
"SET 2","Birds of a Feather"
"SET 2","Waiting All Night"
"SET 2",Ghost
"SET 2",Bug
"SET 2","Seven Below"
"SET 2","I Didn't Know"
"SET 2","Chalk Dust Torture"
"SET 2","Also Sprach Zarathustra"
"SET 2","Slave to the Traffic Light"
ENCORE,"Take Me Out to the Ballgame"
ENCORE,Winterqueen
ENCORE,"A Day in the Life"
"SET 1","Crowd Control"
"SET 1","Mike's Song"
"SET 1","I Am Hydrogen"
"SET 1","Weekapaug Groove"
"SET 1",Wingsuit
"SET 1","Water in the Sky"
"SET 1",Plasma
"SET 1","Halfway to the Moon"
"SET 1","Poor Heart"
"SET 1",Gumbo
"SET 1",Sanity
"SET 1","Run Like an Antelope"
"SET 2","Kill Devil Falls"
"SET 2","Mountains in the Mist"
"SET 2",Fuego
"SET 2",Julius
"SET 2",Twist
"SET 2","Runaway Jim"
"SET 2","Harry Hood"
ENCORE,"Loving Cup"
"SET 1","Stealing Time From the Faulty Plan"
"SET 1","The Moma Dance"
"SET 1",Free
"SET 1","Back on the Train"
"SET 1","Yarmouth Road"
"SET 1","Strange Design"
"SET 1",Taste
"SET 1","The Wedge"
"SET 1","The Line"
"SET 1","Wolfman's Brother"
"SET 2","First Tube"
"SET 2","Down with Disease"
"SET 2","Theme From the Bottom"
"SET 2","Split Open and Melt"
"SET 2","Heavy Things"
"SET 2",Light
"SET 2",Possum
ENCORE,Contact
ENCORE,Meatstick
ENCORE,"Character Zero"
"SET 1","Buried Alive"
"SET 1",Ghost
"SET 1","Scent of a Mule"
"SET 1","Sample in a Jar"
"SET 1",Reba
"SET 1","46 Days"
"SET 1","Big Black Furry Creature from Mars"
"SET 1","Lawn Boy"
"SET 1","Saw It Again"
"SET 1",Tube
"SET 1","Wolfman's Brother"
"SET 2",Intro
"SET 2","The Haunted House"
"SET 2","The Very Long Fuse"
"SET 2","The Dogs"
"SET 2",Timber
"SET 2","Your Pet Cat"
"SET 2",Shipwreck
"SET 2","The Unsafe Bridge"
"SET 2","The Chinese Water Torture"
"SET 2","The Birds"
"SET 2","Martian Monster"
"SET 3","Punch You in the Eye"
"SET 3","Golden Age"
"SET 3",Tweezer
"SET 3","Heavy Things"
"SET 3",Guyute
"SET 3",Sand
"SET 3","Tweezer Reprise"
ENCORE,"Is This What You Wanted"
ENCORE,Frankenstein
"SET 1",Fuego
"SET 1","My Soul"
"SET 1","Back on the Train"
"SET 1",555
"SET 1","Dog Faced Boy"
"SET 1","Fuck Your Face"
"SET 1",Horn
"SET 1","Frankie Says"
"SET 1","My Friend, My Friend"
"SET 1","Roses Are Free"
"SET 1",Roggae
"SET 1","Birds of a Feather"
"SET 1",Wingsuit
"SET 2",Possum
"SET 2","Crosseyed and Painless"
"SET 2",Light
"SET 2","The Dogs"
"SET 2",Lengthwise
"SET 2",Twist
"SET 2","Wading in the Velvet Sea"
"SET 2","Harry Hood"
"SET 2","Golgi Apparatus"
"SET 2","Backwards Down the Number Line"
ENCORE,"Waiting All Night"
ENCORE,"Sing Monica"
ENCORE,"The Star Spangled Banner"
"SET 1","Runaway Jim"
"SET 1",Foam
"SET 1","Mexican Cousin"
"SET 1",Ocelot
"SET 1","Sugar Shack"
"SET 1","A Song I Heard the Ocean Sing"
"SET 1","Halfway to the Moon"
"SET 1","Bathtub Gin"
"SET 1",Free
"SET 1","Walls of the Cave"
"SET 2","Chalk Dust Torture"
"SET 2",Piper
"SET 2","Theme From the Bottom"
"SET 2",Wombat
"SET 2","David Bowie"
"SET 2","The Line"
"SET 2","You Enjoy Myself"
ENCORE,"The Moma Dance"
ENCORE,"Slave to the Traffic Light"
"SET 1","Sample in a Jar"
"SET 1","The Wedge"
"SET 1",555
"SET 1","Heavy Things"
"SET 1","Wolfman's Brother"
"SET 1","Halfway to the Moon"
"SET 1","Bouncing Around the Room"
"SET 1","Kill Devil Falls"
"SET 1","Train Song"
"SET 1","Waiting All Night"
"SET 1",Axilla
"SET 1","A Song I Heard the Ocean Sing"
"SET 2","Birds of a Feather"
"SET 2",Ghost
"SET 2","Theme From the Bottom"
"SET 2",Cities
"SET 2","Chalk Dust Torture"
"SET 2","Martian Monster"
"SET 3","Dem Bones"
"SET 3","Auld Lang Syne"
"SET 3","The Dogs"
"SET 3",Tweezer
"SET 3",Simple
"SET 3","Limb By Limb"
"SET 3",Bug
"SET 3","Backwards Down the Number Line"
"SET 3","The Horse"
"SET 3","Silent in the Morning"
"SET 3",Julius
ENCORE,"Golgi Apparatus"
ENCORE,"Tweezer Reprise"
"SET 1",Tube
"SET 1",Gumbo
"SET 1","David Bowie"
"SET 1","Lawn Boy"
"SET 1",Undermind
"SET 1","Yarmouth Road"
"SET 1",Wingsuit
"SET 1","Poor Heart"
"SET 1","Bathtub Gin"
"SET 2",Twist
"SET 2",Piper
"SET 2","Prince Caspian"
"SET 2","Twenty Years Later"
"SET 2",Winterqueen
"SET 2","Wading in the Velvet Sea"
"SET 2","Run Like an Antelope"
"SET 2","Rock and Roll"
ENCORE,Meatstick
"SET 1",Free
"SET 1","The Moma Dance"
"SET 1",Possum
"SET 1",Roggae
"SET 1",Stash
"SET 1","Back on the Train"
"SET 1","Sugar Shack"
"SET 1","The Line"
"SET 1",Ocelot
"SET 1","The Squirming Coil"
"SET 2","Mike's Song"
"SET 2","46 Days"
"SET 2","Weekapaug Groove"
"SET 2",Fuego
"SET 2","Slave to the Traffic Light"
"SET 2","Also Sprach Zarathustra"
"SET 2","Walls of the Cave"
ENCORE,"Sleeping Monkey"
ENCORE,"Rocky Top"
"SET 1",Maze
"SET 1","AC/DC Bag"
"SET 1","Divided Sky"
"SET 1",Cavern
"SET 1","Scent of a Mule"
"SET 1",Plasma
"SET 1","Devotion To a Dream"
"SET 1","Water in the Sky"
"SET 1","Split Open and Melt"
"SET 1","Character Zero"
"SET 2","Stealing Time From the Faulty Plan"
"SET 2","Down with Disease"
"SET 2",Light
"SET 2","Sneakin' Sally Through the Alley"
"SET 2",Sand
"SET 2","Harry Hood"
"SET 2","Suzy Greenberg"
ENCORE,"Good Times Bad Times"
"SET 1","Sample in a Jar"
"SET 1",Sand
"SET 1",555
"SET 1",Rift
"SET 1","Halfway to the Moon"
"SET 1",Horn
"SET 1","Devotion To a Dream"
"SET 1","Blaze On"
"SET 1",Tube
"SET 1","Wolfman's Brother"
"SET 2",Ghost
"SET 2","Birds of a Feather"
"SET 2","Mike's Song"
"SET 2","The Wedge"
"SET 2",Fuego
"SET 2",Shade
"SET 2","No Men In No Man's Land"
"SET 2","Weekapaug Groove"
"SET 2","Boogie On Reggae Woman"
"SET 2","Chalk Dust Torture"
ENCORE,"Theme From the Bottom"
"SET 1",Stash
"SET 1","How Many People Are You"
"SET 1",Winterqueen
"SET 1","Heavy Rotation"
"SET 1","Back on the Train"
"SET 1",Scabbard
"SET 1",Maze
"SET 1",Mercury
"SET 1",Possum
"SET 2","A Song I Heard the Ocean Sing"
"SET 2",Waves
"SET 2",Wingsuit
"SET 2",Farmhouse
"SET 2",Simple
"SET 2","First Tube"
ENCORE,"Bathtub Gin"
"SET 1","The Line"
"SET 1","The Moma Dance"
"SET 1","Kill Devil Falls"
"SET 1","Yarmouth Road"
"SET 1",Undermind
"SET 1",Free
"SET 1",Reba
"SET 1","46 Days"
"SET 2","Blaze On"
"SET 2",Twist
"SET 2",Light
"SET 2",Joy
"SET 2","Harry Hood"
"SET 2",Cavern
ENCORE,"Character Zero"
"SET 1","Martian Monster"
"SET 1","Down with Disease"
"SET 1","Waiting All Night"
"SET 1","Heavy Things"
"SET 1",Axilla
"SET 1",555
"SET 1","Limb By Limb"
"SET 1","Ya Mar"
"SET 1",Fuego
"SET 1","Walls of the Cave"
"SET 2","No Men In No Man's Land"
"SET 2",Carini
"SET 2",Tweezer
"SET 2","My Friend, My Friend"
"SET 2",Roggae
"SET 2","Backwards Down the Number Line"
"SET 2","Slave to the Traffic Light"
ENCORE,"You Enjoy Myself"
"SET 1","Party Time"
"SET 1",Free
"SET 1","Halley's Comet"
"SET 1","Wolfman's Brother"
"SET 1",Possum
"SET 1","Lawn Boy"
"SET 1","Bouncing Around the Room"
"SET 1","Water in the Sky"
"SET 1",Dirt
"SET 1","Devotion To a Dream"
"SET 1","Sugar Shack"
"SET 1","Run Like an Antelope"
"SET 2","46 Days"
"SET 2","The Dogs"
"SET 2","46 Days"
"SET 2",Piper
"SET 2",Ghost
"SET 2",Shade
"SET 2","Gotta Jibboo"
"SET 2","Waiting All Night"
"SET 2","Blaze On"
"SET 2","Wading in the Velvet Sea"
"SET 2","David Bowie"
"SET 2","Suzy Greenberg"
"SET 2","Tweezer Reprise"
ENCORE,"Loving Cup"
"SET 1",Tube
"SET 1","Guelah Papyrus"
"SET 1","Punch You in the Eye"
"SET 1",Steam
"SET 1","Poor Heart"
"SET 1",NICU
"SET 1","I Didn't Know"
"SET 1","Stealing Time From the Faulty Plan"
"SET 1","Divided Sky"
"SET 1","The Squirming Coil"
"SET 2","Chalk Dust Torture"
"SET 2",Simple
"SET 2","Silent in the Morning"
"SET 2","The Line"
"SET 2","Birds of a Feather"
"SET 2",Fuego
"SET 2",Julius
"SET 2","Harry Hood"
ENCORE,"The Connection"
ENCORE,"First Tube"
"SET 1","Prince Caspian"
"SET 1","No Men In No Man's Land"
"SET 1",Ghost
"SET 1","The Wedge"
"SET 1","The Moma Dance"
"SET 1","How Many People Are You"
"SET 1",Rift
"SET 1","Mike's Song"
"SET 1","I Am Hydrogen"
"SET 1","Weekapaug Groove"
"SET 2","Kill Devil Falls"
"SET 2","Martian Monster"
"SET 2",Twist
"SET 2","Back on the Train"
"SET 2",Reba
"SET 2","Bathtub Gin"
ENCORE,Farmhouse
ENCORE,"Character Zero"
"SET 1","Runaway Jim"
"SET 1",Undermind
"SET 1","Nellie Kane"
"SET 1","Blaze On"
"SET 1","Halfway to the Moon"
"SET 1",Ocelot
"SET 1","Heavy Things"
"SET 1","Theme From the Bottom"
"SET 1","Run Like an Antelope"
"SET 2",Tweezer
"SET 2","Waiting All Night"
"SET 2","Backwards Down the Number Line"
"SET 2",Carini
"SET 2",Waste
"SET 2",Sand
"SET 2","Tweezer Reprise"
ENCORE,"Rock and Roll"
"SET 1","Sample in a Jar"
"SET 1","Chalk Dust Torture"
"SET 1","Train Song"
"SET 1","Devotion To a Dream"
"SET 1",Meat
"SET 1",Maze
"SET 1","The Line"
"SET 1",Roggae
"SET 1","My Friend, My Friend"
"SET 1","46 Days"
"SET 1",Cavern
"SET 2","Down with Disease"
"SET 2","Camel Walk"
"SET 2","Seven Below"
"SET 2",Fuego
"SET 2","Also Sprach Zarathustra"
"SET 2","Harry Hood"
"SET 2",Possum
ENCORE,"A Day in the Life"
"SET 1",Free
"SET 1","No Men In No Man's Land"
"SET 1","Wolfman's Brother"
"SET 1",555
"SET 1","Birds of a Feather"
"SET 1","Funky Bitch"
"SET 1","When the Circus Comes"
"SET 1",Stash
"SET 1","Lawn Boy"
"SET 1","Walls of the Cave"
"SET 2","Golden Age"
"SET 2",Light
"SET 2",Shade
"SET 2","Mike's Song"
"SET 2",Piper
"SET 2","Crosseyed and Painless"
"SET 2","Weekapaug Groove"
ENCORE,"Slave to the Traffic Light"
"SET 1",Gumbo
"SET 1","Kill Devil Falls"
"SET 1","Back on the Train"
"SET 1","Bouncing Around the Room"
"SET 1","Divided Sky"
"SET 1","The Last Step"
"SET 1","Blaze On"
"SET 1","Waiting All Night"
"SET 1","46 Days"
"SET 2","Gotta Jibboo"
"SET 2",Twist
"SET 2","The Wedge"
"SET 2","Down with Disease"
"SET 2",Sand
"SET 2",Joy
"SET 2","You Enjoy Myself"
ENCORE,Bug
"SET 1","A Song I Heard the Ocean Sing"
"SET 1","My Sweet One"
"SET 1",Wilson
"SET 1","Timber (Jerry The Mule)"
"SET 1","Roses Are Free"
"SET 1",Rift
"SET 1","The Moma Dance"
"SET 1","Ginseng Sullivan"
